20, 21, 32, 34, 41, 47
8, 14, 20, 28, 44, 46
4, 6, 12, 34, 49, 53
1, 17, 43, 45, 46, 50
7, 16, 17, 28, 32, 41
8, 11, 22, 46, 47, 48
19, 21, 27, 30, 36, 47
8, 12, 13, 24, 42, 43
3, 7, 11, 20, 36, 47
9, 10, 11, 18, 34, 46
3, 8, 26, 28, 31, 42
14, 26, 31, 32, 33, 34
7, 14, 31, 36, 38, 49
9, 15, 18, 19, 25, 30
14, 26, 29, 30, 38, 40
11, 19, 22, 30, 46, 49
2, 19, 32, 36, 50, 52
15, 20, 23, 37, 43, 52
4, 13, 21, 38, 48, 51
10, 21, 36, 37, 48, 52
18, 22, 23, 24, 35, 41
21, 27, 35, 41, 49, 52
11, 29, 30, 35, 42, 47
9, 19, 20, 22, 46, 48
8, 9, 19, 33, 36, 39
4, 6, 16, 25, 28, 52
6, 11, 12, 14, 18, 46
4, 13, 14, 17, 21, 35
11, 22, 40, 47, 48, 50
12, 15, 18, 24, 52, 53
5, 6, 17, 26, 27, 46
8, 11, 23, 26, 37, 49
3, 4, 11, 16, 19, 33
10, 12, 23, 31, 33, 51
2, 4, 5, 16, 34, 52
18, 23, 24, 32, 38, 50
2, 5, 28, 31, 39, 46
9, 11, 15, 29, 33, 51
3, 26, 27, 32, 37, 46
8, 15, 20, 26, 32, 36
4, 5, 18, 27, 30, 37
7, 10, 11, 13, 47, 48
15, 19, 20, 28, 34, 42
1, 8, 21, 28, 38, 47
3, 4, 25, 29, 34, 44
9, 20, 26, 29, 34, 51
9, 13, 23, 33, 39, 43
8, 13, 14, 20, 42, 43
3, 4, 6, 16, 25, 44
7, 25, 27, 41, 51, 53
5, 8, 17, 28, 40, 41
2, 6, 28, 41, 44, 51
3, 6, 24, 29, 47, 49
10, 13, 21, 22, 28, 38
8, 19, 21, 22, 45, 53
5, 10, 15, 22, 37, 49
1, 7, 15, 27, 39, 47
7, 9, 40, 43, 47, 49
7, 15, 19, 21, 25, 37
16, 18, 28, 34, 45, 51
1, 12, 17, 22, 25, 45
10, 19, 28, 36, 37, 52
15, 24, 39, 41, 42, 48
1, 18, 33, 36, 39, 41
4, 28, 32, 33, 40, 53
6, 11, 21, 28, 39, 51
14, 26, 33, 34, 43, 47
3, 13, 27, 28, 35, 52
11, 38, 39, 40, 51, 52
2, 7, 10, 11, 31, 33
8, 11, 18, 39, 40, 43
4, 10, 23, 24, 41, 52
14, 29, 40, 49, 50, 52
3, 17, 31, 34, 39, 52
3, 14, 27, 31, 50, 53
2, 9, 15, 20, 25, 46
1, 17, 27, 35, 52, 53
2, 3, 11, 15, 27, 39
2, 10, 27, 31, 34, 42
5, 14, 34, 35, 36, 44
1, 5, 9, 31, 39, 44
5, 8, 40, 44, 49, 52
3, 4, 12, 26, 40, 45
8, 22, 35, 41, 43, 52
17, 18, 23, 30, 32, 43
4, 8, 26, 35, 50, 53
4, 11, 14, 18, 42, 49
12, 14, 19, 31, 50, 52
2, 22, 24, 29, 38, 44
28, 32, 34, 46, 49, 50
2, 15, 26, 32, 34, 41
12, 13, 21, 39, 41, 46
10, 14, 23, 42, 47, 48
7, 13, 20, 32, 36, 45
2, 16, 23, 24, 34, 52
6, 16, 25, 30, 35, 50
10, 16, 35, 36, 39, 41
12, 13, 21, 31, 32, 46
3, 15, 17, 35, 43, 44
1, 25, 29, 31, 32, 47
6, 17, 33, 35, 50, 51
16, 24, 30, 36, 42, 45
5, 6, 28, 41, 43, 47
2, 8, 35, 37, 40, 53
6, 10, 21, 28, 40, 44
15, 19, 29, 37, 38, 52
19, 30, 41, 46, 48, 49
2, 7, 17, 25, 44, 53
12, 25, 28, 31, 33, 50
10, 20, 27, 30, 32, 42
19, 22, 27, 34, 38, 45
9, 12, 39, 45, 49, 51
12, 17, 27, 30, 31, 44
8, 27, 30, 33, 37, 50
2, 4, 6, 42, 43, 51
1, 3, 10, 16, 20, 45
17, 31, 34, 37, 42, 45
5, 26, 28, 33, 49, 50
3, 13, 24, 32, 42, 53
14, 27, 32, 39, 44, 53
10, 17, 22, 34, 42, 43
5, 20, 26, 27, 39, 47
21, 24, 33, 45, 48, 52
2, 7, 24, 34, 43, 47
10, 24, 26, 30, 41, 45
28, 31, 35, 36, 37, 46
6, 26, 28, 35, 43, 51
2, 4, 8, 11, 26, 32
3, 12, 16, 17, 35, 50
6, 24, 31, 36, 42, 46
7, 11, 23, 24, 36, 38
16, 20, 29, 42, 43, 48
4, 5, 12, 16, 20, 23
12, 22, 30, 34, 45, 53
5, 9, 11, 30, 31, 47
5, 21, 30, 32, 48, 52
2, 20, 24, 26, 38, 48
1, 11, 15, 44, 45, 48
7, 12, 13, 19, 26, 45
2, 38, 42, 45, 47, 50
6, 15, 18, 20, 40, 41
17, 19, 26, 27, 42, 43
12, 20, 23, 37, 48, 51
15, 29, 30, 38, 41, 53
2, 4, 6, 11, 16, 38
9, 12, 21, 47, 49, 53
26, 33, 38, 42, 44, 49
5, 18, 21, 22, 45, 51
19, 43, 45, 46, 48, 50
11, 15, 24, 27, 34, 36
5, 8, 23, 25, 28, 35
14, 16, 29, 33, 40, 46
10, 23, 27, 32, 43, 50
2, 15, 16, 34, 45, 51
2, 30, 32, 41, 51, 52
5, 7, 9, 16, 47, 52
27, 32, 36, 38, 43, 50
3, 13, 40, 42, 48, 53
3, 9, 14, 20, 22, 42
3, 27, 29, 35, 44, 50
1, 12, 18, 23, 24, 45
13, 14, 25, 29, 43, 48
18, 21, 27, 31, 38, 52
19, 20, 36, 39, 40, 47
6, 18, 22, 32, 35, 51
2, 11, 20, 32, 35, 51
27, 34, 41, 45, 48, 50
12, 15, 32, 35, 41, 53
9, 10, 22, 27, 32, 44
16, 34, 36, 38, 49, 52
5, 15, 18, 34, 37, 47
3, 13, 14, 15, 33, 34
6, 23, 32, 33, 42, 49
7, 10, 15, 20, 24, 25
16, 30, 38, 43, 51, 53
2, 5, 36, 38, 39, 53
6, 26, 38, 41, 42, 47
7, 16, 25, 33, 43, 46
4, 13, 22, 27, 30, 38
6, 12, 16, 27, 30, 44
9, 13, 18, 30, 37, 44
10, 19, 20, 25, 29, 38
6, 26, 28, 32, 36, 43
8, 23, 25, 34, 49, 53
2, 15, 19, 29, 30, 36
2, 5, 7, 31, 37, 43
5, 35, 40, 42, 43, 48
12, 18, 28, 34, 40, 53
10, 25, 27, 41, 46, 48
1, 12, 33, 37, 40, 51
9, 25, 34, 37, 40, 46
10, 17, 18, 20, 30, 41
5, 16, 23, 28, 30, 40
1, 5, 9, 23, 24, 47
14, 17, 20, 21, 43, 52
16, 22, 33, 37, 40, 41
3, 13, 18, 28, 44, 47
7, 11, 14, 15, 23, 38
11, 27, 46, 49, 50, 51
35, 37, 39, 46, 48, 52
5, 14, 25, 32, 49, 52
3, 14, 22, 47, 50, 53
20, 30, 36, 45, 49, 51
12, 13, 39, 41, 44, 50
19, 23, 24, 28, 44, 45
3, 7, 40, 42, 46, 51
4, 14, 17, 31, 39, 45
1, 2, 13, 31, 33, 53
19, 31, 33, 39, 43, 48
1, 13, 27, 33, 41, 51
5, 13, 20, 30, 47, 52
5, 9, 12, 15, 37, 45
4, 15, 25, 35, 46, 50
3, 10, 15, 19, 20, 28
6, 12, 18, 19, 38, 51
6, 17, 18, 19, 32, 36
1, 13, 18, 38, 42, 53
14, 18, 22, 28, 40, 53
9, 10, 19, 26, 31, 34
8, 10, 11, 14, 21, 50
4, 13, 35, 38, 41, 50
1, 5, 9, 10, 12, 32
2, 6, 19, 25, 41, 42
5, 11, 18, 30, 34, 44
7, 13, 22, 35, 51, 53
3, 5, 6, 9, 18, 38
3, 6, 14, 27, 39, 51
4, 13, 27, 29, 43, 49
8, 22, 25, 36, 52, 53
4, 28, 37, 43, 47, 53
6, 21, 33, 34, 51, 53
3, 18, 24, 46, 51, 53
2, 4, 25, 28, 38, 46
2, 9, 20, 21, 26, 44
5, 6, 14, 15, 44, 50
2, 10, 29, 34, 46, 51
5, 19, 20, 28, 43, 47
2, 26, 27, 29, 46, 51
7, 28, 31, 32, 34, 43
3, 27, 36, 40, 45, 49
1, 13, 19, 24, 39, 44
5, 17, 28, 44, 51, 53
4, 8, 11, 17, 34, 37
2, 10, 18, 30, 35, 49
1, 2, 9, 25, 28, 33
3, 5, 15, 18, 30, 31
9, 10, 20, 25, 37, 51
17, 18, 19, 28, 30, 37
22, 27, 31, 33, 40, 42
5, 15, 21, 42, 47, 53
19, 22, 27, 31, 34, 52
1, 5, 14, 32, 40, 46
14, 20, 33, 40, 42, 48
9, 15, 27, 32, 35, 47
13, 14, 18, 29, 32, 49
1, 14, 19, 39, 44, 45
3, 7, 37, 46, 51, 53
2, 25, 30, 34, 49, 51
3, 34, 38, 42, 45, 52
1, 2, 10, 17, 26, 30
12, 18, 26, 32, 36, 43
9, 10, 22, 25, 39, 43
6, 19, 34, 40, 42, 50
11, 23, 30, 41, 44, 50
2, 4, 24, 30, 39, 40
27, 33, 43, 48, 50, 51
17, 24, 26, 28, 51, 53
4, 12, 22, 23, 29, 32
5, 15, 31, 32, 45, 47
6, 28, 45, 46, 50, 51
29, 32, 48, 50, 51, 53
16, 33, 38, 42, 46, 51
8, 14, 27, 38, 49, 51
11, 14, 21, 46, 49, 51
23, 29, 33, 39, 45, 48
12, 15, 25, 26, 47, 51
16, 22, 36, 38, 42, 43
4, 13, 16, 41, 45, 47
10, 12, 18, 25, 27, 49
1, 11, 12, 24, 31, 33
26, 30, 35, 39, 45, 46
1, 4, 14, 33, 36, 43
2, 12, 23, 27, 44, 48
18, 27, 28, 30, 35, 43
3, 10, 18, 27, 41, 43
1, 17, 27, 36, 42, 51
6, 7, 16, 26, 44, 45
2, 4, 21, 27, 32, 45
1, 7, 9, 22, 26, 30
4, 15, 19, 23, 31, 53
4, 27, 29, 31, 41, 43
2, 25, 31, 45, 52, 53
3, 13, 14, 30, 35, 46
5, 18, 28, 37, 42, 49
4, 8, 40, 41, 44, 48
18, 22, 34, 39, 48, 53
12, 14, 20, 26, 32, 52
4, 8, 36, 37, 40, 50
16, 23, 24, 26, 27, 28
9, 18, 22, 37, 44, 46
15, 22, 34, 40, 42, 47
10, 13, 23, 49, 51, 53
11, 12, 31, 35, 37, 45
13, 17, 19, 23, 39, 50
24, 31, 33, 42, 49, 51
2, 21, 23, 25, 33, 34
2, 8, 9, 25, 35, 53
11, 29, 30, 37, 45, 53
12, 13, 14, 25, 28, 36
1, 5, 13, 18, 28, 32
5, 14, 17, 21, 23, 53
5, 23, 24, 26, 29, 51
4, 5, 35, 40, 46, 53
3, 16, 26, 30, 34, 48
4, 16, 31, 33, 46, 50
8, 9, 19, 23, 26, 27
20, 21, 22, 35, 45, 53
4, 15, 39, 40, 42, 50
8, 9, 13, 18, 20, 46
20, 25, 34, 35, 46, 53
20, 23, 24, 41, 47, 51
10, 12, 18, 27, 36, 51
15, 20, 23, 36, 38, 44
14, 30, 32, 34, 52, 53
1, 3, 19, 22, 33, 37
2, 12, 16, 29, 43, 52
7, 9, 22, 45, 47, 52
9, 27, 31, 37, 41, 44
11, 14, 38, 43, 51, 52
2, 12, 40, 44, 47, 49
2, 17, 27, 32, 33, 52
2, 5, 10, 35, 51, 53
5, 9, 31, 39, 42, 51
2, 6, 15, 20, 24, 47
3, 4, 11, 17, 25, 45
4, 16, 35, 37, 43, 53
7, 16, 31, 35, 37, 53
2, 14, 26, 29, 36, 51
18, 35, 38, 40, 46, 53
4, 5, 7, 19, 34, 45
14, 28, 35, 36, 44, 50
6, 8, 19, 21, 39, 46
11, 12, 14, 22, 32, 36
5, 6, 22, 23, 43, 47
6, 12, 20, 26, 27, 34
8, 9, 15, 42, 46, 48
10, 20, 36, 44, 46, 53
4, 18, 19, 28, 33, 38
1, 19, 34, 48, 49, 52
14, 20, 22, 28, 36, 37
1, 19, 29, 43, 49, 52
6, 13, 30, 34, 46, 48
7, 14, 16, 19, 22, 35
3, 24, 44, 48, 50, 51
12, 28, 34, 43, 48, 52
1, 14, 17, 21, 40, 43
13, 24, 28, 32, 37, 47
14, 32, 40, 49, 51, 53
3, 21, 28, 38, 42, 52
5, 10, 13, 25, 26, 34
10, 15, 16, 19, 47, 52
1, 10, 16, 31, 36, 39
12, 15, 26, 32, 34, 46
2, 9, 25, 28, 32, 43
4, 7, 22, 24, 26, 27
10, 15, 28, 38, 43, 44
6, 15, 21, 26, 44, 50
1, 5, 20, 24, 28, 52
17, 20, 26, 44, 47, 50
21, 30, 39, 44, 45, 46
19, 21, 38, 43, 47, 48
5, 12, 16, 19, 45, 48
15, 20, 21, 23, 28, 52
10, 19, 30, 33, 51, 52
2, 41, 46, 48, 50, 52
12, 14, 20, 21, 34, 50
4, 8, 9, 42, 46, 53
4, 18, 26, 30, 45, 51
5, 9, 18, 24, 25, 27
3, 6, 16, 27, 32, 43
4, 12, 14, 19, 21, 51
1, 11, 17, 42, 45, 49
19, 20, 28, 37, 47, 48
10, 16, 20, 28, 40, 42
13, 15, 19, 24, 33, 40
6, 19, 22, 23, 25, 28
13, 21, 32, 37, 40, 44
9, 21, 37, 38, 39, 47
3, 8, 10, 13, 40, 53
29, 32, 38, 42, 44, 49
3, 9, 20, 30, 34, 37
14, 16, 17, 19, 25, 35
17, 20, 22, 28, 31, 34
13, 19, 20, 23, 32, 43
3, 20, 25, 29, 43, 45
16, 26, 30, 32, 36, 45
8, 19, 29, 38, 47, 49
1, 4, 13, 27, 35, 45
2, 8, 23, 26, 37, 40
4, 8, 26, 27, 28, 50
1, 3, 15, 24, 47, 52
3, 4, 7, 22, 43, 51
30, 31, 32, 44, 47, 51
10, 23, 30, 36, 40, 42
9, 15, 25, 29, 37, 38
1, 5, 11, 12, 25, 48
18, 23, 27, 35, 42, 45
5, 12, 20, 22, 39, 46
6, 14, 25, 27, 39, 53
6, 9, 16, 29, 33, 52
1, 5, 8, 43, 45, 51
17, 26, 30, 40, 45, 49
16, 20, 26, 31, 49, 53
2, 6, 8, 22, 35, 52
1, 4, 10, 13, 39, 51
5, 23, 24, 34, 36, 41
1, 7, 36, 40, 42, 53
11, 16, 21, 27, 30, 31
10, 31, 45, 50, 51, 52
7, 15, 18, 30, 47, 51
17, 22, 44, 45, 49, 53
1, 6, 41, 49, 50, 51
1, 12, 17, 26, 35, 45
1, 16, 18, 32, 40, 48
12, 22, 27, 42, 47, 49
1, 7, 9, 10, 21, 48
2, 4, 12, 19, 48, 49
4, 14, 22, 30, 44, 48
1, 6, 16, 20, 31, 43
3, 15, 24, 27, 37, 50
1, 2, 25, 29, 40, 44
3, 28, 31, 38, 39, 51
2, 12, 18, 22, 24, 25
1, 2, 14, 26, 32, 38
5, 12, 19, 24, 33, 48
5, 7, 26, 30, 37, 46
14, 37, 45, 48, 51, 52
11, 19, 24, 43, 48, 49
4, 12, 13, 15, 29, 47
16, 19, 21, 37, 50, 51
7, 12, 22, 38, 51, 53
15, 21, 32, 40, 41, 46
7, 19, 25, 37, 47, 49
10, 27, 28, 30, 45, 51
3, 4, 6, 10, 30, 42
4, 17, 20, 21, 26, 39
1, 3, 14, 22, 26, 44
10, 12, 20, 29, 38, 49
15, 16, 23, 41, 50, 52
1, 15, 16, 24, 33, 52
9, 14, 16, 22, 25, 46
1, 8, 22, 24, 27, 50
3, 10, 20, 29, 35, 50
5, 19, 20, 24, 27, 51
2, 17, 21, 22, 39, 43
11, 28, 30, 33, 36, 49
1, 6, 8, 9, 11, 22
4, 28, 30, 36, 44, 48
1, 15, 22, 35, 38, 46
1, 5, 9, 25, 52, 53
5, 10, 28, 32, 40, 42
6, 16, 30, 31, 51, 53
9, 20, 27, 37, 42, 47
14, 16, 17, 35, 46, 50
4, 11, 26, 48, 49, 53
25, 35, 40, 45, 48, 53
4, 12, 23, 34, 40, 41
6, 12, 32, 38, 40, 45
5, 8, 14, 31, 44, 51
1, 7, 13, 16, 23, 28
2, 6, 19, 38, 47, 48
6, 11, 19, 20, 34, 36
3, 6, 7, 10, 20, 29
14, 16, 26, 39, 44, 45
2, 15, 28, 34, 46, 52
9, 12, 14, 26, 31, 50
3, 12, 21, 35, 41, 50
1, 18, 19, 25, 31, 50
5, 11, 12, 27, 41, 52
1, 11, 18, 36, 37, 39
20, 31, 37, 46, 47, 49
2, 13, 19, 22, 36, 51
6, 20, 22, 44, 45, 50
1, 6, 19, 34, 43, 50
8, 21, 33, 36, 37, 38
6, 15, 30, 34, 39, 49
2, 4, 10, 26, 29, 31
3, 7, 20, 34, 38, 43
16, 29, 30, 33, 41, 50
4, 16, 20, 21, 27, 43
4, 12, 18, 24, 25, 36
20, 22, 23, 26, 35, 51
2, 16, 22, 28, 38, 42
5, 6, 13, 16, 21, 48
4, 9, 19, 44, 48, 50
1, 6, 11, 32, 41, 43
13, 15, 34, 38, 44, 49
26, 31, 32, 43, 44, 45
2, 4, 9, 14, 18, 39
19, 29, 36, 37, 45, 46
6, 21, 22, 39, 43, 44
16, 20, 28, 33, 47, 48
4, 15, 19, 38, 47, 50
4, 27, 28, 35, 37, 45
12, 14, 27, 30, 42, 46
12, 19, 22, 23, 26, 29
14, 15, 29, 38, 39, 49
2, 8, 12, 15, 18, 47
1, 8, 13, 31, 34, 48
20, 35, 36, 46, 48, 53
26, 30, 41, 43, 46, 48
17, 19, 24, 27, 30, 47
5, 9, 17, 33, 40, 50
2, 8, 9, 36, 42, 48
4, 6, 13, 32, 49, 51
1, 8, 21, 23, 31, 36
2, 8, 22, 24, 27, 48
15, 18, 28, 34, 37, 47
1, 5, 15, 16, 41, 51
3, 13, 21, 30, 32, 42
15, 18, 24, 29, 31, 48
17, 23, 27, 35, 36, 40
3, 15, 25, 45, 46, 48
9, 14, 16, 20, 28, 45
14, 21, 26, 31, 35, 49
1, 23, 29, 31, 38, 53
21, 25, 32, 37, 39, 43
6, 23, 25, 36, 43, 49
3, 28, 34, 44, 52, 53
7, 14, 20, 22, 27, 33
10, 15, 24, 33, 39, 42
9, 12, 17, 21, 30, 49
4, 10, 24, 29, 47, 50
20, 21, 35, 39, 49, 53
10, 27, 43, 44, 48, 49
4, 25, 26, 29, 31, 33
5, 9, 36, 38, 43, 47
9, 15, 21, 44, 46, 47
1, 4, 16, 22, 47, 52
6, 17, 20, 21, 40, 43
2, 5, 7, 17, 29, 41
1, 2, 3, 4, 37, 47
3, 8, 13, 14, 18, 33
7, 14, 16, 30, 46, 48
12, 17, 20, 24, 25, 44
10, 12, 22, 24, 31, 37
6, 8, 20, 44, 45, 48
4, 7, 25, 34, 40, 46
1, 22, 27, 40, 42, 53
1, 5, 9, 37, 38, 53
9, 12, 24, 27, 50, 52
1, 6, 7, 8, 43, 50
10, 21, 22, 40, 42, 50
7, 16, 17, 27, 43, 53
7, 9, 19, 29, 49, 52
15, 25, 43, 44, 49, 53
13, 24, 26, 27, 45, 49
14, 25, 26, 35, 41, 44
5, 11, 24, 42, 43, 48
10, 17, 19, 30, 45, 49
3, 4, 5, 8, 23, 53
2, 5, 28, 30, 31, 33
1, 13, 14, 28, 36, 40
13, 21, 24, 38, 47, 48
2, 4, 16, 29, 33, 52
2, 4, 11, 14, 38, 44
19, 27, 28, 29, 33, 53
20, 25, 37, 42, 44, 48
7, 13, 17, 36, 43, 45
13, 18, 20, 29, 48, 52
1, 5, 24, 35, 42, 53
2, 4, 7, 21, 34, 48
7, 11, 32, 46, 48, 50
5, 6, 24, 30, 32, 42
6, 7, 10, 25, 39, 44
4, 5, 26, 32, 37, 38
17, 26, 31, 38, 45, 52
8, 17, 21, 41, 42, 45
1, 20, 25, 28, 41, 47
1, 13, 20, 26, 29, 31
5, 11, 39, 44, 46, 51
1, 9, 12, 30, 34, 35
15, 19, 25, 28, 36, 49
9, 22, 27, 37, 44, 47
7, 13, 16, 39, 40, 52
6, 17, 21, 31, 41, 51
3, 11, 39, 42, 45, 52
5, 16, 22, 28, 34, 42
1, 16, 19, 22, 48, 52
18, 23, 31, 41, 44, 47
1, 2, 4, 32, 33, 42
8, 16, 28, 38, 43, 49
